ticket_id,customer_id,ticket_date,issue_category,channel,resolution_time_hours,satisfaction_score,ticket_text
TIX103318,CUST004766,2025-08-05,Account Access,Email,7.2,4.0,"I was charged twice for order ORD123340, please refund the duplicate charge."
TIX103319,CUST002650,2025-10-26,Billing Issue,Email,68.3,5.0,"Great service, just wanted to confirm my order status."
TIX103320,CUST003847,2025-12-14,Billing Issue,Email,7.8,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103321,CUST002648,2025-05-23,Delivery Delay,Live Chat,3.2,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103322,CUST005582,2026-01-11,Billing Issue,Live Chat,6.1,4.0,"I was charged twice for order ORD111184, please refund the duplicate charge."
TIX103323,CUST003449,2025-02-11,Product Question,Phone,30.3,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103324,CUST000206,2025-06-17,Product Question,Live Chat,6.6,3.0,"I can't log into my account, it says my password is invalid."
TIX103325,CUST004241,2025-01-10,Refund Status,Phone,16.4,,  the delivery guy left my package outside in the rain!!  
TIX103326,CUST003946,2025-02-07,Damaged Item,Live Chat,21.4,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103327,CUST003821,2025-03-12,Billing Issue,Live Chat,6.5,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX103328,CUST005413,2026-06-30,Billing Issue,Phone,19.6,4.0,When will my refund for the returned item be processed?
TIX103329,CUST004997,2025-09-12,Wrong Item Shipped,Email,3.0,5.0,"Great service, just wanted to confirm my order status."
TIX103330,CUST002157,2024-09-18,Product Question,Live Chat,17.9,5.0,"Great service, just wanted to confirm my order status."
TIX103331,CUST004731,2024-10-21,Account Access,Live Chat,19.1,5.0,Can you tell me the warranty period on this product?
TIX103332,CUST000773,2025-12-31,Billing Issue,Phone,0.6,5.0,"I want to return this item, it doesn't fit as expected."
TIX103333,CUST005836,2026-04-21,Account Access,Phone,6.3,,"I can't log into my account, it says my password is invalid."
TIX103334,CUST004934,2025-11-06,Billing Issue,Phone,0.1,2.0,"I was charged twice for order ORD103477, please refund the duplicate charge."
TIX103335,CUST000478,2025-05-18,Wrong Item Shipped,Phone,28.3,3.0,"I was charged twice for order ORD128207, please refund the duplicate charge."
TIX103336,CUST005832,2025-09-26,Delivery Delay,Live Chat,10.7,4.0,"I was charged twice for order ORD124262, please refund the duplicate charge."
TIX103337,CUST001841,2025-12-12,Refund Status,Social Media,10.0,3.0,"Great service, just wanted to confirm my order status."
TIX103338,CUST006068,2024-11-17,Damaged Item,Email,11.0,4.0,"I was charged twice for order ORD109232, please refund the duplicate charge."
TIX103339,CUST000664,2025-08-07,Delivery Delay,Phone,9.3,5.0,  the delivery guy left my package outside in the rain!!  
TIX103340,CUST003447,2025-03-20,Product Question,Live Chat,3.2,5.0,"I was charged twice for order ORD108614, please refund the duplicate charge."
TIX103341,CUST002211,2024-09-03,Product Question,Phone,19.5,2.0,"I can't log into my account, it says my password is invalid."
TIX103342,CUST001443,2024-11-25,Product Question,Phone,44.9,5.0,My order ORD116827 still hasn't arrived and it's been over a week.
TIX103343,CUST005908,2026-03-09,Damaged Item,Live Chat,77.8,,"Great service, just wanted to confirm my order status."
TIX103344,CUST000294,2025-03-26,Delivery Delay,Phone,28.7,4.0,"Great service, just wanted to confirm my order status."
TIX103345,CUST000504,2026-01-27,Refund Status,Phone,8.9,4.0,"I want to return this item, it doesn't fit as expected."
TIX103346,CUST001599,2025-11-18,Billing Issue,Live Chat,14.9,4.0,"I want to return this item, it doesn't fit as expected."
TIX103347,CUST003201,2025-08-30,Account Access,Email,0.2,5.0,Can you tell me the warranty period on this product?
TIX103348,CUST000300,2025-07-29,Account Access,Live Chat,7.9,4.0,"I want to return this item, it doesn't fit as expected."
TIX103349,CUST002129,2024-09-25,Product Question,Phone,20.0,,  the delivery guy left my package outside in the rain!!  
TIX103350,CUST005601,2025-04-12,Damaged Item,Live Chat,40.5,4.0,Can you tell me the warranty period on this product?
TIX103351,CUST000243,2025-10-31,Refund Status,Social Media,2.1,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103352,CUST005845,2025-09-10,Wrong Item Shipped,Phone,1.7,5.0,When will my refund for the returned item be processed?
TIX103353,CUST001868,2026-05-18,Damaged Item,Live Chat,3.0,5.0,My order ORD112882 still hasn't arrived and it's been over a week.
TIX103354,CUST001464,2026-03-15,Damaged Item,Phone,2.8,4.0,"I want to return this item, it doesn't fit as expected."
TIX103355,CUST001750,2025-06-13,Damaged Item,Social Media,27.6,5.0,When will my refund for the returned item be processed?
TIX103356,CUST004669,2025-11-08,Product Question,Live Chat,22.4,3.0,  the delivery guy left my package outside in the rain!!  
TIX103357,CUST004234,2025-05-01,Return Request,Social Media,42.3,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX103358,CUST005703,2024-12-23,Billing Issue,Live Chat,6.3,5.0,When will my refund for the returned item be processed?
TIX103359,CUST003541,2025-05-17,Delivery Delay,Live Chat,20.5,4.0,  the delivery guy left my package outside in the rain!!  
TIX103360,CUST004849,2024-11-11,Product Question,Social Media,8.2,5.0,  the delivery guy left my package outside in the rain!!  
TIX103361,CUST003235,2025-09-12,Product Question,Phone,2.7,5.0,My order ORD113368 still hasn't arrived and it's been over a week.
TIX103362,CUST005005,2026-03-30,Delivery Delay,Live Chat,27.8,4.0,My order ORD103570 still hasn't arrived and it's been over a week.
TIX103363,CUST002263,2026-01-10,Refund Status,Social Media,17.7,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103364,CUST003146,2025-09-17,Product Question,Email,21.9,3.0,"I can't log into my account, it says my password is invalid."
TIX103365,CUST002226,2025-04-13,Return Request,Social Media,3.2,,My order ORD126702 still hasn't arrived and it's been over a week.
TIX103366,CUST001804,2026-05-31,Account Access,Social Media,18.6,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103367,CUST000528,2026-01-23,Refund Status,Phone,6.7,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103368,CUST005147,2025-05-03,Refund Status,Email,5.2,4.0,Can you tell me the warranty period on this product?
TIX103369,CUST000730,2024-11-07,Return Request,Email,18.9,3.0,Can you tell me the warranty period on this product?
TIX103370,CUST000099,2026-05-29,Product Question,Live Chat,0.4,3.0,Can you tell me the warranty period on this product?
TIX103371,CUST002824,2024-09-03,Return Request,Phone,42.2,4.0,  the delivery guy left my package outside in the rain!!  
TIX103372,CUST001580,2026-02-11,Product Question,Phone,3.2,5.0,"I want to return this item, it doesn't fit as expected."
TIX103373,CUST004066,2025-04-06,Damaged Item,Social Media,9.8,5.0,"Great service, just wanted to confirm my order status."
TIX103374,CUST003396,2025-02-07,Billing Issue,Email,14.1,5.0,Can you tell me the warranty period on this product?
TIX103375,CUST005838,2025-09-04,Account Access,Live Chat,32.4,,Can you tell me the warranty period on this product?
TIX103376,CUST002454,2025-12-24,Wrong Item Shipped,Live Chat,4.5,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103377,CUST005690,2026-06-22,Account Access,Social Media,46.1,5.0,My order ORD126426 still hasn't arrived and it's been over a week.
TIX103378,CUST004828,2025-02-15,Damaged Item,Phone,6.3,4.0,When will my refund for the returned item be processed?
TIX103379,CUST003711,2025-02-11,Product Question,Email,13.9,4.0,When will my refund for the returned item be processed?
TIX103380,CUST001935,2026-03-10,Product Question,Social Media,3.3,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103381,CUST003127,2025-03-09,Product Question,Email,17.5,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103382,CUST004029,2025-10-12,Billing Issue,Social Media,3.1,5.0,"I can't log into my account, it says my password is invalid."
TIX103383,CUST002895,2025-05-30,Account Access,Social Media,1.6,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103384,CUST003445,2025-10-10,Account Access,Live Chat,12.2,5.0,"Great service, just wanted to confirm my order status."
TIX103385,CUST004349,2025-06-14,Damaged Item,Social Media,21.5,1.0,When will my refund for the returned item be processed?
TIX103386,CUST005266,2024-12-18,Refund Status,Email,3.7,,"I want to return this item, it doesn't fit as expected."
TIX103387,CUST000602,2024-11-20,Return Request,Email,1.0,5.0,My order ORD125227 still hasn't arrived and it's been over a week.
TIX103388,CUST000366,2026-02-06,Product Question,Social Media,0.8,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103389,CUST000737,2024-09-10,Refund Status,Phone,0.0,3.0,  the delivery guy left my package outside in the rain!!  
TIX103390,CUST004719,2025-08-23,Delivery Delay,Phone,4.8,5.0,"I can't log into my account, it says my password is invalid."
TIX103391,CUST000293,2024-12-13,Delivery Delay,Live Chat,36.2,,My order ORD120583 still hasn't arrived and it's been over a week.
TIX103392,CUST000901,2024-09-20,Refund Status,Email,10.8,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103393,CUST006090,2025-04-16,Wrong Item Shipped,Phone,46.2,4.0,My order ORD103725 still hasn't arrived and it's been over a week.
TIX103394,CUST004165,2025-10-30,Refund Status,Social Media,5.2,2.0,Can you tell me the warranty period on this product?
TIX103395,CUST000958,2025-03-30,Delivery Delay,Live Chat,73.7,3.0,My order ORD104206 still hasn't arrived and it's been over a week.
TIX103396,CUST003031,2025-10-10,Billing Issue,Social Media,31.4,5.0,"I want to return this item, it doesn't fit as expected."
TIX103397,CUST002013,2026-06-19,Account Access,Live Chat,27.6,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103398,CUST005871,2025-05-14,Wrong Item Shipped,Live Chat,16.3,4.0,"I want to return this item, it doesn't fit as expected."
TIX103399,CUST006063,2025-06-30,Damaged Item,Email,3.9,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103400,CUST004138,2025-01-18,Wrong Item Shipped,Social Media,54.5,5.0,  the delivery guy left my package outside in the rain!!  
TIX103401,CUST000482,2025-07-15,Billing Issue,Social Media,29.9,1.0,  the delivery guy left my package outside in the rain!!  
TIX103402,CUST000562,2025-03-18,Billing Issue,Social Media,32.2,1.0,"I can't log into my account, it says my password is invalid."
TIX103403,CUST002087,2024-12-06,Return Request,Email,39.1,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103404,CUST002416,2025-05-26,Product Question,Live Chat,5.4,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103405,CUST002256,2025-12-22,Product Question,Phone,36.7,5.0,  the delivery guy left my package outside in the rain!!  
TIX103406,CUST003125,2025-02-01,Wrong Item Shipped,Phone,12.1,5.0,"Great service, just wanted to confirm my order status."
TIX103407,CUST006052,2025-04-28,Refund Status,Live Chat,19.1,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103408,CUST001606,2024-12-06,Billing Issue,Email,58.3,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103409,CUST004898,2026-05-02,Product Question,Social Media,41.2,,"I was charged twice for order ORD105478, please refund the duplicate charge."
TIX103410,CUST004904,2025-06-06,Product Question,Phone,5.2,4.0,  the delivery guy left my package outside in the rain!!  
TIX103411,CUST003434,2024-10-30,Account Access,Phone,23.8,3.0,Can you tell me the warranty period on this product?
TIX103412,CUST004212,2025-08-05,Delivery Delay,Social Media,31.8,5.0,"I was charged twice for order ORD127573, please refund the duplicate charge."
TIX103413,CUST000284,2025-02-04,Refund Status,Phone,10.5,4.0,"I can't log into my account, it says my password is invalid."
TIX103414,CUST001414,2024-10-16,Refund Status,Social Media,2.0,,  the delivery guy left my package outside in the rain!!  
TIX103415,CUST003167,2025-11-13,Product Question,Live Chat,6.8,3.0,"Great service, just wanted to confirm my order status."
TIX103416,CUST000462,2025-10-26,Wrong Item Shipped,Email,23.8,5.0,When will my refund for the returned item be processed?
TIX103417,CUST004751,2025-03-16,Billing Issue,Email,15.9,4.0,"I want to return this item, it doesn't fit as expected."
TIX103418,CUST005278,2024-10-08,Delivery Delay,Phone,26.6,,  the delivery guy left my package outside in the rain!!  
TIX103419,CUST000803,2025-04-25,Billing Issue,Email,40.8,5.0,When will my refund for the returned item be processed?
TIX103420,CUST003856,2025-08-12,Delivery Delay,Live Chat,7.1,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103421,CUST003573,2025-12-26,Return Request,Social Media,21.0,4.0,Can you tell me the warranty period on this product?
TIX103422,CUST001583,2025-12-25,Product Question,Phone,1.8,,"I want to return this item, it doesn't fit as expected."
TIX103423,CUST005289,2024-12-25,Billing Issue,Social Media,19.7,3.0,  the delivery guy left my package outside in the rain!!  
TIX103424,CUST002337,2025-05-13,Refund Status,Phone,0.7,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103425,CUST004123,2025-01-03,Product Question,Phone,5.2,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103426,CUST002354,2026-04-26,Billing Issue,Live Chat,10.7,5.0,When will my refund for the returned item be processed?
TIX103427,CUST001058,2025-02-10,Wrong Item Shipped,Live Chat,33.6,4.0,My order ORD106077 still hasn't arrived and it's been over a week.
TIX103428,CUST000015,2025-04-03,Billing Issue,Live Chat,2.9,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103429,CUST002320,2026-02-20,Return Request,Social Media,27.2,4.0,"Great service, just wanted to confirm my order status."
TIX103430,CUST005225,2025-05-02,Product Question,Phone,15.0,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103431,CUST001554,2025-04-13,Delivery Delay,Live Chat,11.0,4.0,  the delivery guy left my package outside in the rain!!  
TIX103432,CUST004796,2026-04-15,Damaged Item,Email,18.5,,"I was charged twice for order ORD127254, please refund the duplicate charge."
TIX103433,CUST001022,2025-04-25,Product Question,Phone,7.6,,"Great service, just wanted to confirm my order status."
